SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,120 Carlton Ave #36,LOS GATOS,CA,95032,1299000,3,2.5,LOS GATOS,1604,1590,1969,44,810,475,Active,,,http://www.redfin.com/CA/Los-Gatos/120-Carlton-Ave-95032/unit-36/home/1675246,MLSListings,ML81789365,N,Y,37.2422004,-121.9565396
MLS Listing,,Multi-Family (2-4 Unit),842 Pollard Rd,LOS GATOS,CA,95032,1699000,5,,LOS GATOS,2676,7328,1974,45,635,,Active,,,http://www.redfin.com/CA/Los-Gatos/842-Pollard-Rd-95032/home/1517211,MLSListings,ML81787090,N,Y,37.2630199,-121.9716168
MLS Listing,,Single Family Residential,16332 E La Chiquita Ave,LOS GATOS,CA,95032,2250000,4,2.5,LOS GATOS,1800,10757,1950,49,1250,,Contingent,,,http://www.redfin.com/CA/Los-Gatos/16332-E-La-Chiquita-Ave-95032/home/915453,MLSListings,ML81788947,N,Y,37.2314661,-121.95799
MLS Listing,,Condo/Co-op,14225 Lora Dr #47,LOS GATOS,CA,95032,665000,2,2.0,LOS GATOS,1050,,1963,56,633,605,Active,,,http://www.redfin.com/CA/Los-Gatos/14225-Lora-Dr-95032/unit-47/home/1675537,MLSListings,ML81788393,N,Y,37.2619447,-121.9780597
MLS Listing,,Townhouse,135 El Porton,LOS GATOS,CA,95032,1700000,3,2.5,LOS GATOS,2175,2312,1969,57,782,760,Active,,,http://www.redfin.com/CA/Los-Gatos/135-El-Porton-95032/home/747199,MLSListings,ML81788312,N,Y,37.260118,-121.987029
PAST SALE,September-16-1991,Single Family Residential,116 Loma Vista Ct,LOS GATOS,CA,95032,2315000,4,2.5,LOS GATOS,2804,10231,1979,57,826,,Pending,,,http://www.redfin.com/CA/Los-Gatos/116-Loma-Vista-Ct-95032/home/837420,MLSListings,ML81788299,N,Y,37.2442204,-121.9510217
MLS Listing,,Townhouse,110 Calle Nivel,LOS GATOS,CA,95032,1399888,4,2.5,LOS GATOS,1747,2904,1974,58,801,511,Active,,,http://www.redfin.com/CA/Los-Gatos/110-Cll-Nivel-95032/home/820134,MLSListings,ML81787696,N,Y,37.263149,-121.987394
MLS Listing,,Single Family Residential,15785 Shannon Rd,LOS GATOS,CA,95032,3249000,5,4.5,LOS GATOS,4384,47959,1997,59,741,,Active,,,http://www.redfin.com/CA/Los-Gatos/15785-Shannon-Rd-95032/home/573023,MLSListings,ML81788160,N,Y,37.2276892,-121.945689
PAST SALE,May-8-2019,Single Family Residential,112 Las Astas Dr,LOS GATOS,CA,95032,1950000,4,2.0,LOS GATOS,1983,9626,2020,60,983,,Pending,,,http://www.redfin.com/CA/Los-Gatos/112-Las-Astas-Dr-95032/home/1403028,MLSListings,ML81786444,N,Y,37.2515228,-121.9643301
PAST SALE,November-1-2017,Condo/Co-op,71 Roberts Rd #5,LOS GATOS,CA,95032,965000,2,2.0,LOS GATOS,1154,,1985,62,836,540,Pending,,,http://www.redfin.com/CA/Los-Gatos/71-Roberts-Rd-95032/unit-5/home/1712478,MLSListings,ML81788064,N,Y,37.2329717,-121.9766647
MLS Listing,,Condo/Co-op,576 W Parr Ave #7,LOS GATOS,CA,95032,750000,2,2.0,LOS GATOS,1054,,1987,64,712,484,Active,,,http://www.redfin.com/CA/Los-Gatos/576-W-Parr-Ave-95032/unit-7/home/1337829,MLSListings,ML81787869,N,Y,37.2638437,-121.9635156
PAST SALE,March-13-2017,Townhouse,221 Palmer Dr,LOS GATOS,CA,95032,1298000,3,2.5,LOS GATOS,1842,750,1984,71,705,605,Pending,,,http://www.redfin.com/CA/Los-Gatos/221-Palmer-Dr-95032/home/1184607,MLSListings,ML81787294,N,Y,37.2578245,-121.967441
PAST SALE,February-9-2018,Single Family Residential,16998 Kennedy Rd,LOS GATOS,CA,95032,1850000,2,2.0,LOS GATOS,1375,7894,1938,72,1345,,Pending,,,http://www.redfin.com/CA/Los-Gatos/16998-Kennedy-Rd-95032/home/1454770,MLSListings,ML81787112,N,Y,37.227104,-121.9674181
MLS Listing,,Single Family Residential,14550 Blossom Hill Rd,LOS GATOS,CA,95032,2299000,9,5.0,LOS GATOS,3221,12217,1968,76,714,,Active,,,http://www.redfin.com/CA/Los-Gatos/14550-Blossom-Hill-Rd-95032/home/1220066,MLSListings,ML81786845,N,Y,37.2359028,-121.9228443
MLS Listing,,Single Family Residential,14850 Blossom Hill Rd,LOS GATOS,CA,95032,2999000,6,4.5,LOS GATOS,3804,60153,1949,79,788,,Contingent,,,http://www.redfin.com/CA/Los-Gatos/14850-Blossom-Hill-Rd-95032/home/2124746,MLSListings,ML81786127,N,Y,37.2354999,-121.9285115
MLS Listing,,Single Family Residential,109 Old Adobe Rd,LOS GATOS,CA,95032,1996000,3,2.0,LOS GATOS,1950,15400,1962,83,1024,,Active,,,http://www.redfin.com/CA/Los-Gatos/109-Old-Adobe-Rd-95032/home/1636882,MLSListings,ML81784163,N,Y,37.2582513,-121.9919638
MLS Listing,,Single Family Residential,138 Regent Ct,LOS GATOS,CA,95032,2850000,5,4.5,LOS GATOS,3489,10018,2000,87,817,150,Active,,,http://www.redfin.com/CA/Los-Gatos/138-Regent-Dr-95032/home/1036073,MLSListings,ML81784853,N,Y,37.2355212,-121.9259335
PAST SALE,March-1-1978,Townhouse,106 Greenfield Pl,LOS GATOS,CA,95032,1249000,3,2.5,LOS GATOS,1990,2220,1977,93,628,522,Pending,,,http://www.redfin.com/CA/Los-Gatos/106-Greenfield-Pl-95032/home/1384512,MLSListings,ML81784059,N,Y,37.256613,-121.96814
MLS Listing,,Single Family Residential,14583 Clearview Dr,LOS GATOS,CA,95032,3849999,4,3.5,LOS GATOS,5345,24000,1956,93,720,,Active,,,http://www.redfin.com/CA/Los-Gatos/14583-Clearview-Dr-95032/home/785465,MLSListings,ML81781922,N,Y,37.2564776,-121.9756154
MLS Listing,,Condo/Co-op,576 W Parr Ave #15,LOS GATOS,CA,95032,599900,2,1.0,LOS GATOS,934,,1987,94,642,467,Active,,,http://www.redfin.com/CA/Los-Gatos/576-W-Parr-Ave-95032/unit-15/home/1566833,MLSListings,ML81783913,N,Y,37.2633351,-121.9636665
PAST SALE,July-13-2017,Single Family Residential,15500 Francis Oaks Way,LOS GATOS,CA,95032,5250000,5,5.0,LOS GATOS,6359,220441,2004,100,826,,Pending,,,http://www.redfin.com/CA/Los-Gatos/15500-Francis-Oaks-Way-95032/home/1770368,MLSListings,ML81783019,N,Y,37.233196,-121.939192
MLS Listing,,Single Family Residential,109 Colorado Ct,LOS GATOS,CA,95032,3349000,4,4.0,LOS GATOS,4766,45166,1987,106,703,23,Active,,,http://www.redfin.com/CA/Los-Gatos/109-Colorado-Ct-95032/home/912752,MLSListings,ML81782332,N,Y,37.2243208,-121.9153543
MLS Listing,,Single Family Residential,16021 Winterbrook Rd,LOS GATOS,CA,95032,3900000,5,4.5,LOS GATOS,4071,11186,2013,108,958,,Active,,,http://www.redfin.com/CA/Los-Gatos/16021-Winterbrook-Rd-95032/home/1617222,MLSListings,ML81782092,N,Y,37.2358084,-121.9515994
MLS Listing,,Other,341 Bella Vista Ave,LOS GATOS,CA,95032,1198000,3,2.5,LOS GATOS,2412,10155,2020,115,497,,Active,,,http://www.redfin.com/CA/Los-Gatos/341-Bella-Vista-Ave-95032/home/168270966,MLSListings,ML81781095,N,Y,37.22735,-121.9707511
MLS Listing,,Vacant Land,00 Wagner,LOS GATOS,CA,95032,2095000,,,LOS GATOS,,992472,,120,,,Active,,,http://www.redfin.com/CA/LOS-GATOS/00-Wagner-95032/home/147293597,MLSListings,ML81780635,N,Y,37.2260616,-121.9302449
MLS Listing,,Single Family Residential,103 Forrester Ct,LOS GATOS,CA,95032,5299000,5,6.5,LOS GATOS,6364,49171,1998,129,833,,Active,,,http://www.redfin.com/CA/Los-Gatos/103-Forrester-Rd-95032/home/1544324,MLSListings,ML81779620,N,Y,37.2206459,-121.9509106
MLS Listing,,Single Family Residential,102 Palo Colorado,LOS GATOS,CA,95032,3368000,5,4.5,LOS GATOS,3368,11353,2019,134,1000,,Active,,,http://www.redfin.com/CA/Los-Gatos/102-Colorado-Ct-95032/home/170304225,MLSListings,ML81779147,N,Y,37.2239027,-121.9151538
MLS Listing,,Single Family Residential,15975 Union Ave,LOS GATOS,CA,95032,3398000,5,5.5,LOS GATOS,3398,12886,2019,134,1000,,Active,,,http://www.redfin.com/CA/Los-Gatos/15975-Union-Ave-95032/home/910777,MLSListings,ML81779146,N,Y,37.2365327,-121.9315529
MLS Listing,,Single Family Residential,100 Palo Colorado Ave,LOS GATOS,CA,95032,3452200,5,4.5,LOS GATOS,3368,11351,2020,134,1025,,Active,,,http://www.redfin.com/CA/Los-Gatos/100-Colorado-Ct-95032/home/170303767,MLSListings,ML81779141,N,Y,37.2239027,-121.9151538
MLS Listing,,Single Family Residential,445 Los Gatos Blvd,LOS GATOS,CA,95032,1649000,3,2.0,LOS GATOS,1003,9992,1905,268,1644,,Active,,,http://www.redfin.com/CA/Los-Gatos/445-Los-Gatos-Blvd-95032/home/976050,MLSListings,ML81766914,N,Y,37.2288771,-121.9671515
MLS Listing,,Single Family Residential,14915 Shannon Rd,LOS GATOS,CA,95032,10400000,2,1.0,LOS GATOS,1150,1131826,1945,351,9043,,Active,,,http://www.redfin.com/CA/Los-Gatos/14915-Shannon-Rd-95032/home/147037377,MLSListings,ML81756346,N,Y,37.2244839,-121.927647
MLS Listing,,Single Family Residential,125 Alerche Dr,LOS GATOS,CA,95032,4300000,3,3.0,LOS GATOS,2275,88296,1953,366,1890,,Active,,,http://www.redfin.com/CA/Los-Gatos/125-Alerche-Dr-95032/home/166861365,MLSListings,ML81753847,N,Y,37.2274136,-121.9125658
MLS Listing,,Vacant Land,300 Mountain Laurel Ln,LOS GATOS,CA,95032,2008888,,,LOS GATOS,,363077,,476,,150,Contingent,,,http://www.redfin.com/CA/Los-Gatos/300-Mountain-Laurel-Ln-95032/home/103951431,MLSListings,ML81738169,N,Y,37.223041,-121.91128
MLS Listing,,Single Family Residential,15358 Santella Ct,LOS GATOS,CA,95032,9000000,3,3.5,LOS GATOS,5096,114871,2020,569,1766,393,Active,,,http://www.redfin.com/CA/Los-Gatos/15358-Santella-Ct-95032/home/92190492,MLSListings,ML81730345,N,Y,37.2316051,-121.9380248
MLS Listing,,Vacant Land,0 Main Blvd,LOS GATOS,CA,95033,275000,,,LOS GATOS,,113256,,591,,,Active,,,http://www.redfin.com/CA/LOS-GATOS/0-Main-Blvd-95033/home/147612647,MLSListings,ML81727748,N,Y,37.2358078,-121.9623751
PAST SALE,October-19-2005,Single Family Residential,15080 Los Gatos Blvd,LOS GATOS,CA,95032,1386000,3,2.5,LOS GATOS,1770,13000,1948,595,783,,Pending,,,http://www.redfin.com/CA/Los-Gatos/15080-Los-Gatos-Blvd-95032/home/1166525,MLSListings,ML81727159,N,Y,37.2493912,-121.9548433
PAST SALE,April-25-2020,Single Family Residential,14650 Golf Links Dr,LOS GATOS,CA,95032,3075000,5,5.0,LOS GATOS,2799,14000,1956,33,1099,,Sold,,,http://www.redfin.com/CA/Los-Gatos/14650-Golf-Links-Dr-95032/home/1345689,MLSListings,ML81790465,N,Y,37.255626,-121.9701951
PAST SALE,May-12-2020,Single Family Residential,180 Maricopa Dr,LOS GATOS,CA,95032,1575000,3,2.0,LOS GATOS,1296,6938,1958,16,1215,,Sold,,,http://www.redfin.com/CA/Los-Gatos/180-Maricopa-Dr-95032/home/836803,MLSListings,ML81783939,N,Y,37.2448203,-121.9559098
PAST SALE,March-20-2020,Single Family Residential,15946 Cerro Vista Dr,LOS GATOS,CA,95032,1825000,1,1.0,LOS GATOS,1140,43518,1939,69,1601,,Sold,,,http://www.redfin.com/CA/Los-Gatos/15946-Cerro-Vista-Dr-95032/home/915725,MLSListings,ML81781271,N,Y,37.2276669,-121.948465
PAST SALE,March-5-2020,Single Family Residential,241 Arroyo Grande Way,LOS GATOS,CA,95032,1900000,3,2.0,LOS GATOS,1649,7711,1960,84,1152,,Sold,,,http://www.redfin.com/CA/Los-Gatos/241-Arroyo-Grande-Way-95032/home/1107874,MLSListings,ML81785558,N,Y,37.2474104,-121.9629971
PAST SALE,,Condo/Co-op,14225 Lora Dr #59,Los Gatos,CA,95032,615000,2,1.0,,996,,1963,,617,,,,,http://www.redfin.com/CA/Los-Gatos/14225-Lora-Dr-95032/unit-59/home/1755792,,,N,Y,37.2628418,-121.9780497
PAST SALE,April-1-2020,Townhouse,121 Amber Oak Ct,LOS GATOS,CA,95032,1250000,3,2.5,LOS GATOS,1308,1680,1974,57,956,386,Sold,,,http://www.redfin.com/CA/Los-Gatos/121-Amber-Oak-Ct-95032/home/820764,MLSListings,ML81783192,N,Y,37.2642038,-121.9739938
PAST SALE,March-24-2020,Single Family Residential,128 Montclair Rd,LOS GATOS,CA,95032,2710000,3,2.5,LOS GATOS,2605,10080,1962,65,1040,,Sold,,,http://www.redfin.com/CA/Los-Gatos/128-Montclair-Rd-95032/home/820040,MLSListings,ML81783848,N,Y,37.2549092,-121.9910754
PAST SALE,March-19-2020,Townhouse,104 Sierra Linda,LOS GATOS,CA,95032,1500000,3,3.0,LOS GATOS,2152,2426,1984,70,697,788,Sold,,,http://www.redfin.com/CA/Los-Gatos/104-Sierra-Linda-95032/home/821298,MLSListings,ML81783139,N,Y,37.2629462,-121.990217
PAST SALE,April-8-2020,Single Family Residential,1681 Elwood Dr,LOS GATOS,CA,95032,1170000,4,2.0,LOS GATOS,1854,6281,1967,50,631,,Sold,,,http://www.redfin.com/CA/Los-Gatos/1681-Elwood-Dr-95032/home/1184349,MLSListings,ML81785949,N,Y,37.2642266,-121.9887876
PAST SALE,April-10-2020,Townhouse,115 Rio Vis,LOS GATOS,CA,95032,1559000,3,3.0,LOS GATOS,2152,2426,1984,48,724,788,Sold,,,http://www.redfin.com/CA/Los-Gatos/115-Rio-Vis-95032/home/1536072,MLSListings,ML81784644,N,Y,37.261571,-121.991407
PAST SALE,March-6-2020,Single Family Residential,130 Creekside Village Dr,LOS GATOS,CA,95032,1730000,3,2.5,LOS GATOS,1557,6272,2005,83,1111,200,Sold,,,http://www.redfin.com/CA/Los-Gatos/130-Creekside-Village-Dr-95032/home/12178239,MLSListings,ML81780426,N,Y,37.2278541,-121.9773153
PAST SALE,March-10-2020,Condo/Co-op,704 Winchester Blvd,LOS GATOS,CA,95030,1425000,3,2.5,LOS GATOS,1751,,1980,79,814,450,Sold,,,http://www.redfin.com/CA/Los-Gatos/704-Winchester-Blvd-95030/home/1770454,MLSListings,ML81782471,N,Y,37.2372253,-121.9767928
PAST SALE,April-9-2020,Townhouse,100 Escobar Ave,LOS GATOS,CA,95032,1050000,3,2.0,LOS GATOS,1494,1799,1972,49,703,365,Sold,,,http://www.redfin.com/CA/Los-Gatos/100-Escobar-Ave-95032/home/1635438,MLSListings,ML81786106,N,Y,37.2431179,-121.9437669
PAST SALE,,Single Family Residential,178 Terreno De Flores Cir,Los Gatos,CA,95032,274000,2,3.0,,1130,1856,2003,,242,,,,,http://www.redfin.com/CA/Los-Gatos/178-Terreno-De-Flores-Cir-95032/home/1639037,,,N,Y,37.251522,-121.952326
PAST SALE,March-13-2020,Single Family Residential,14805 Sky Ln,LOS GATOS,CA,95032,4350000,4,5.0,LOS GATOS,6100,143420,1997,76,713,,Sold,,,http://www.redfin.com/CA/Los-Gatos/14805-Sky-Ln-95032/home/916111,MLSListings,ML81779604,N,Y,37.2269083,-121.9278003
