SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,215 Montclair Rd,LOS GATOS,CA,95032,2450000,4,2.5,LOS GATOS,2424,11404,1966,25,1011,,Active,,,http://www.redfin.com/CA/Los-Gatos/215-Montclair-Rd-95032/home/887640,MLSListings,ML81791022,N,Y,37.2545411,-121.989987
MLS Listing,,Single Family Residential,16552 Camellia Ter,LOS GATOS,CA,95032,1725000,3,1.0,LOS GATOS,2370,10209,1950,26,728,,Contingent,,,http://www.redfin.com/CA/Los-Gatos/16552-Camellia-Ter-95032/home/890000,MLSListings,ML81790913,N,Y,37.2395523,-121.9594202
MLS Listing,,Single Family Residential,110 Mill Rd,LOS GATOS,CA,95032,1699000,4,2.5,LOS GATOS,2184,2415,1999,26,778,250,Active,,,http://www.redfin.com/CA/Los-Gatos/110-Mill-Rd-95032/home/1309137,MLSListings,ML81790846,N,Y,37.252024,-121.962649
MLS Listing,,Single Family Residential,108 Campanula Pl,LOS GATOS,CA,95032,2185000,4,2.5,LOS GATOS,2606,9120,1978,28,838,,Contingent,,,http://www.redfin.com/CA/Los-Gatos/108-Campanula-Pl-95032/home/1129609,MLSListings,ML81790659,N,Y,37.2469181,-121.9481776
PAST SALE,July-6-2004,Single Family Residential,16386 W La Chiquita Ave,Los Gatos,CA,95032,2497900,4,3.0,Kennedy Glen,2530,10050,1997,32,987,,Pending,,,http://www.redfin.com/CA/Los-Gatos/16386-W-La-Chiquita-Ave-95032/home/1187134,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40902593,N,Y,37.2301658,-121.9597979
MLS Listing,,Single Family Residential,16466 Bonnie Ln,LOS GATOS,CA,95032,6600000,3,3.0,LOS GATOS,2618,82100,2002,32,2521,,Active,,,http://www.redfin.com/CA/Los-Gatos/16466-Bonnie-Ln-95032/home/637940,MLSListings,ML81787997,N,Y,37.229193,-121.953372
MLS Listing,,Single Family Residential,228 Creekside Village Dr,LOS GATOS,CA,95032,1650000,3,2.5,LOS GATOS,1512,2824,2005,33,1091,200,Active,,,http://www.redfin.com/CA/Los-Gatos/228-Creekside-Village-Dr-95032/home/2124751,MLSListings,ML81790191,N,Y,37.228957,-121.975747
MLS Listing,,Single Family Residential,107 Drysdale Dr,LOS GATOS,CA,95032,4395000,6,5.5,LOS GATOS,5046,77553,2006,34,871,,Active,,,http://www.redfin.com/CA/Los-Gatos/107-Drysdale-Dr-95032/home/12177238,MLSListings,ML81790135,N,Y,37.2311179,-121.9461112
MLS Listing,,Single Family Residential,15573 Benedict Ln,LOS GATOS,CA,95032,1599000,3,2.0,LOS GATOS,1469,9375,1948,35,1088,,Contingent,,,http://www.redfin.com/CA/Los-Gatos/15573-Benedict-Ln-95032/home/837552,MLSListings,ML81789998,N,Y,37.242305,-121.9617752
MLS Listing,,Single Family Residential,15621 Flintridge Dr,LOS GATOS,CA,95032,1550000,3,2.0,LOS GATOS,1605,8320,1955,36,966,,Contingent,,,http://www.redfin.com/CA/Los-Gatos/15621-Flintridge-Dr-95032/home/839096,MLSListings,ML81789878,N,Y,37.2416853,-121.9654631
MLS Listing,,Single Family Residential,15129 Lester Ln,LOS GATOS,CA,95032,1989000,3,3.0,LOS GATOS,2228,12705,1952,36,893,,Contingent,,,http://www.redfin.com/CA/Los-Gatos/15129-Lester-Ln-95032/home/1831643,MLSListings,ML81789868,N,Y,37.2488197,-121.9545545
MLS Listing,,Single Family Residential,536 Roxbury Ln,LOS GATOS,CA,95032,1688000,4,2.5,LOS GATOS,1752,8125,1961,42,963,,Contingent,,,http://www.redfin.com/CA/Los-Gatos/536-Roxbury-Ln-95032/home/1282783,MLSListings,ML81789467,N,Y,37.260044,-121.9819463
MLS Listing,,Townhouse,120 Carlton Ave #36,LOS GATOS,CA,95032,1299000,3,2.5,LOS GATOS,1604,1590,1969,43,810,475,Active,,,http://www.redfin.com/CA/Los-Gatos/120-Carlton-Ave-95032/unit-36/home/1675246,MLSListings,ML81789365,N,Y,37.2422004,-121.9565396
MLS Listing,,Multi-Family (2-4 Unit),842 Pollard Rd,LOS GATOS,CA,95032,1699000,5,,LOS GATOS,2676,7328,1974,44,635,,Active,,,http://www.redfin.com/CA/Los-Gatos/842-Pollard-Rd-95032/home/1517211,MLSListings,ML81787090,N,Y,37.2630199,-121.9716168
MLS Listing,,Single Family Residential,16332 E La Chiquita Ave,LOS GATOS,CA,95032,2250000,4,2.5,LOS GATOS,1800,10757,1950,48,1250,,Contingent,,,http://www.redfin.com/CA/Los-Gatos/16332-E-La-Chiquita-Ave-95032/home/915453,MLSListings,ML81788947,N,Y,37.2314661,-121.95799
PAST SALE,June-30-1986,Single Family Residential,16750 Magneson Loop,LOS GATOS,CA,95032,1998000,3,2.0,LOS GATOS,2033,8101,1932,55,983,,Pending,,,http://www.redfin.com/CA/Los-Gatos/16750-Magneson-Loop-95032/home/1369478,MLSListings,ML81788428,N,Y,37.2334859,-121.9629771
MLS Listing,,Condo/Co-op,14225 Lora Dr #47,LOS GATOS,CA,95032,665000,2,2.0,LOS GATOS,1050,,1963,55,633,605,Active,,,http://www.redfin.com/CA/Los-Gatos/14225-Lora-Dr-95032/unit-47/home/1675537,MLSListings,ML81788393,N,Y,37.2619447,-121.9780597
MLS Listing,,Townhouse,135 El Porton,LOS GATOS,CA,95032,1700000,3,2.5,LOS GATOS,2175,2312,1969,56,782,760,Active,,,http://www.redfin.com/CA/Los-Gatos/135-El-Porton-95032/home/747199,MLSListings,ML81788312,N,Y,37.260118,-121.987029
PAST SALE,September-16-1991,Single Family Residential,116 Loma Vista Ct,LOS GATOS,CA,95032,2315000,4,2.5,LOS GATOS,2804,10231,1979,56,826,,Pending,,,http://www.redfin.com/CA/Los-Gatos/116-Loma-Vista-Ct-95032/home/837420,MLSListings,ML81788299,N,Y,37.2442204,-121.9510217
MLS Listing,,Townhouse,110 Calle Nivel,LOS GATOS,CA,95032,1399888,4,2.5,LOS GATOS,1747,2904,1974,57,801,511,Active,,,http://www.redfin.com/CA/Los-Gatos/110-Cll-Nivel-95032/home/820134,MLSListings,ML81787696,N,Y,37.263149,-121.987394
MLS Listing,,Single Family Residential,15785 Shannon Rd,LOS GATOS,CA,95032,3249000,5,4.5,LOS GATOS,4384,47959,1997,58,741,,Active,,,http://www.redfin.com/CA/Los-Gatos/15785-Shannon-Rd-95032/home/573023,MLSListings,ML81788160,N,Y,37.2276892,-121.945689
PAST SALE,May-8-2019,Single Family Residential,112 Las Astas Dr,LOS GATOS,CA,95032,1950000,4,2.0,LOS GATOS,1983,9626,2020,59,983,,Pending,,,http://www.redfin.com/CA/Los-Gatos/112-Las-Astas-Dr-95032/home/1403028,MLSListings,ML81786444,N,Y,37.2515228,-121.9643301
PAST SALE,November-1-2017,Condo/Co-op,71 Roberts Rd #5,LOS GATOS,CA,95032,965000,2,2.0,LOS GATOS,1154,,1985,61,836,540,Pending,,,http://www.redfin.com/CA/Los-Gatos/71-Roberts-Rd-95032/unit-5/home/1712478,MLSListings,ML81788064,N,Y,37.2329717,-121.9766647
MLS Listing,,Condo/Co-op,576 W Parr Ave #7,LOS GATOS,CA,95032,750000,2,2.0,LOS GATOS,1054,,1987,63,712,484,Active,,,http://www.redfin.com/CA/Los-Gatos/576-W-Parr-Ave-95032/unit-7/home/1337829,MLSListings,ML81787869,N,Y,37.2638437,-121.9635156
PAST SALE,March-13-2017,Townhouse,221 Palmer Dr,LOS GATOS,CA,95032,1298000,3,2.5,LOS GATOS,1842,750,1984,70,705,605,Pending,,,http://www.redfin.com/CA/Los-Gatos/221-Palmer-Dr-95032/home/1184607,MLSListings,ML81787294,N,Y,37.2578245,-121.967441
PAST SALE,February-9-2018,Single Family Residential,16998 Kennedy Rd,LOS GATOS,CA,95032,1850000,2,2.0,LOS GATOS,1375,7894,1938,71,1345,,Pending,,,http://www.redfin.com/CA/Los-Gatos/16998-Kennedy-Rd-95032/home/1454770,MLSListings,ML81787112,N,Y,37.227104,-121.9674181
MLS Listing,,Single Family Residential,14550 Blossom Hill Rd,LOS GATOS,CA,95032,2299000,9,5.0,LOS GATOS,3221,12217,1968,75,714,,Active,,,http://www.redfin.com/CA/Los-Gatos/14550-Blossom-Hill-Rd-95032/home/1220066,MLSListings,ML81786845,N,Y,37.2359028,-121.9228443
MLS Listing,,Townhouse,277 Casitas Bulevar,LOS GATOS,CA,95032,1499000,3,2.5,LOS GATOS,2175,2613,1969,76,689,758,Active,,,http://www.redfin.com/CA/Los-Gatos/277-Casitas-Bulevar-95032/home/822617,MLSListings,ML81786680,N,Y,37.2602369,-121.986237
MLS Listing,,Single Family Residential,14850 Blossom Hill Rd,LOS GATOS,CA,95032,2999000,6,4.5,LOS GATOS,3804,60153,1949,78,788,,Contingent,,,http://www.redfin.com/CA/Los-Gatos/14850-Blossom-Hill-Rd-95032/home/2124746,MLSListings,ML81786127,N,Y,37.2354999,-121.9285115
MLS Listing,,Single Family Residential,109 Old Adobe Rd,LOS GATOS,CA,95032,1996000,3,2.0,LOS GATOS,1950,15400,1962,82,1024,,Active,,,http://www.redfin.com/CA/Los-Gatos/109-Old-Adobe-Rd-95032/home/1636882,MLSListings,ML81784163,N,Y,37.2582513,-121.9919638
MLS Listing,,Single Family Residential,138 Regent Ct,LOS GATOS,CA,95032,2850000,5,4.5,LOS GATOS,3489,10018,2000,86,817,150,Active,,,http://www.redfin.com/CA/Los-Gatos/138-Regent-Dr-95032/home/1036073,MLSListings,ML81784853,N,Y,37.2355212,-121.9259335
PAST SALE,March-1-1978,Townhouse,106 Greenfield Pl,LOS GATOS,CA,95032,1249000,3,2.5,LOS GATOS,1990,2220,1977,92,628,522,Pending,,,http://www.redfin.com/CA/Los-Gatos/106-Greenfield-Pl-95032/home/1384512,MLSListings,ML81784059,N,Y,37.256613,-121.96814
MLS Listing,,Single Family Residential,14583 Clearview Dr,LOS GATOS,CA,95032,3849999,4,3.5,LOS GATOS,5345,24000,1956,92,720,,Active,,,http://www.redfin.com/CA/Los-Gatos/14583-Clearview-Dr-95032/home/785465,MLSListings,ML81781922,N,Y,37.2564776,-121.9756154
MLS Listing,,Condo/Co-op,576 W Parr Ave #15,LOS GATOS,CA,95032,599900,2,1.0,LOS GATOS,934,,1987,93,642,467,Active,,,http://www.redfin.com/CA/Los-Gatos/576-W-Parr-Ave-95032/unit-15/home/1566833,MLSListings,ML81783913,N,Y,37.2633351,-121.9636665
PAST SALE,July-13-2017,Single Family Residential,15500 Francis Oaks Way,LOS GATOS,CA,95032,5250000,5,5.0,LOS GATOS,6359,220441,2004,99,826,,Pending,,,http://www.redfin.com/CA/Los-Gatos/15500-Francis-Oaks-Way-95032/home/1770368,MLSListings,ML81783019,N,Y,37.233196,-121.939192
MLS Listing,,Single Family Residential,109 Colorado Ct,LOS GATOS,CA,95032,3349000,4,4.0,LOS GATOS,4766,45166,1987,105,703,23,Active,,,http://www.redfin.com/CA/Los-Gatos/109-Colorado-Ct-95032/home/912752,MLSListings,ML81782332,N,Y,37.2243208,-121.9153543
MLS Listing,,Single Family Residential,16021 Winterbrook Rd,LOS GATOS,CA,95032,3900000,5,4.5,LOS GATOS,4071,11186,2013,107,958,,Active,,,http://www.redfin.com/CA/Los-Gatos/16021-Winterbrook-Rd-95032/home/1617222,MLSListings,ML81782092,N,Y,37.2358084,-121.9515994
MLS Listing,,Other,341 Bella Vista Ave,LOS GATOS,CA,95032,1198000,3,2.5,LOS GATOS,2412,10155,2020,114,497,,Active,,,http://www.redfin.com/CA/Los-Gatos/341-Bella-Vista-Ave-95032/home/168270966,MLSListings,ML81781095,N,Y,37.22735,-121.9707511
MLS Listing,,Vacant Land,00 Wagner,LOS GATOS,CA,95032,2095000,,,LOS GATOS,,992472,,119,,,Active,,,http://www.redfin.com/CA/LOS-GATOS/00-Wagner-95032/home/147293597,MLSListings,ML81780635,N,Y,37.2260616,-121.9302449
MLS Listing,,Single Family Residential,103 Forrester Ct,LOS GATOS,CA,95032,5299000,5,6.5,LOS GATOS,6364,49171,1998,128,833,,Active,,,http://www.redfin.com/CA/Los-Gatos/103-Forrester-Rd-95032/home/1544324,MLSListings,ML81779620,N,Y,37.2206459,-121.9509106
MLS Listing,,Single Family Residential,102 Palo Colorado,LOS GATOS,CA,95032,3368000,5,4.5,LOS GATOS,3368,11353,2019,133,1000,,Active,,,http://www.redfin.com/CA/Los-Gatos/102-Colorado-Ct-95032/home/170304225,MLSListings,ML81779147,N,Y,37.2239027,-121.9151538
MLS Listing,,Single Family Residential,15975 Union Ave,LOS GATOS,CA,95032,3398000,5,5.5,LOS GATOS,3398,12886,2019,133,1000,,Active,,,http://www.redfin.com/CA/Los-Gatos/15975-Union-Ave-95032/home/910777,MLSListings,ML81779146,N,Y,37.2365327,-121.9315529
MLS Listing,,Single Family Residential,100 Palo Colorado Ave,LOS GATOS,CA,95032,3452200,5,4.5,LOS GATOS,3368,11351,2020,133,1025,,Active,,,http://www.redfin.com/CA/Los-Gatos/100-Colorado-Ct-95032/home/170303767,MLSListings,ML81779141,N,Y,37.2239027,-121.9151538
MLS Listing,,Single Family Residential,445 Los Gatos Blvd,LOS GATOS,CA,95032,1649000,3,2.0,LOS GATOS,1003,9992,1905,267,1644,,Active,,,http://www.redfin.com/CA/Los-Gatos/445-Los-Gatos-Blvd-95032/home/976050,MLSListings,ML81766914,N,Y,37.2288771,-121.9671515
MLS Listing,,Single Family Residential,14915 Shannon Rd,LOS GATOS,CA,95032,10400000,2,1.0,LOS GATOS,1150,1131826,1945,350,9043,,Active,,,http://www.redfin.com/CA/Los-Gatos/14915-Shannon-Rd-95032/home/147037377,MLSListings,ML81756346,N,Y,37.2244839,-121.927647
MLS Listing,,Single Family Residential,125 Alerche Dr,LOS GATOS,CA,95032,4300000,3,3.0,LOS GATOS,2275,88296,1953,365,1890,,Active,,,http://www.redfin.com/CA/Los-Gatos/125-Alerche-Dr-95032/home/166861365,MLSListings,ML81753847,N,Y,37.2274136,-121.9125658
MLS Listing,,Vacant Land,300 Mountain Laurel Ln,LOS GATOS,CA,95032,2008888,,,LOS GATOS,,363077,,475,,150,Contingent,,,http://www.redfin.com/CA/Los-Gatos/300-Mountain-Laurel-Ln-95032/home/103951431,MLSListings,ML81738169,N,Y,37.223041,-121.91128
MLS Listing,,Single Family Residential,15358 Santella Ct,LOS GATOS,CA,95032,9000000,3,3.5,LOS GATOS,5096,114871,2020,568,1766,393,Active,,,http://www.redfin.com/CA/Los-Gatos/15358-Santella-Ct-95032/home/92190492,MLSListings,ML81730345,N,Y,37.2316051,-121.9380248
MLS Listing,,Vacant Land,0 Main Blvd,LOS GATOS,CA,95033,275000,,,LOS GATOS,,113256,,590,,,Active,,,http://www.redfin.com/CA/LOS-GATOS/0-Main-Blvd-95033/home/147612647,MLSListings,ML81727748,N,Y,37.2358078,-121.9623751
PAST SALE,October-19-2005,Single Family Residential,15080 Los Gatos Blvd,LOS GATOS,CA,95032,1386000,3,2.5,LOS GATOS,1770,13000,1948,594,783,,Pending,,,http://www.redfin.com/CA/Los-Gatos/15080-Los-Gatos-Blvd-95032/home/1166525,MLSListings,ML81727159,N,Y,37.2493912,-121.9548433
