SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,14225 Lora Dr #47,LOS GATOS,CA,95032,665000,2,2.0,LOS GATOS,1050,,1963,59,633,605,Active,,,http://www.redfin.com/CA/Los-Gatos/14225-Lora-Dr-95032/unit-47/home/1675537,MLSListings,ML81788393,N,Y,37.2619447,-121.9780597
MLS Listing,,Townhouse,135 El Porton,LOS GATOS,CA,95032,1700000,3,2.5,LOS GATOS,2175,2312,1969,60,782,760,Active,,,http://www.redfin.com/CA/Los-Gatos/135-El-Porton-95032/home/747199,MLSListings,ML81788312,N,Y,37.260118,-121.987029
MLS Listing,,Townhouse,110 Calle Nivel,LOS GATOS,CA,95032,1399888,4,2.5,LOS GATOS,1747,2904,1974,61,801,511,Active,,,http://www.redfin.com/CA/Los-Gatos/110-Cll-Nivel-95032/home/820134,MLSListings,ML81787696,N,Y,37.263149,-121.987394
MLS Listing,,Single Family Residential,15785 Shannon Rd,LOS GATOS,CA,95032,3248888,5,4.5,LOS GATOS,4384,47959,1997,62,741,,Active,,,http://www.redfin.com/CA/Los-Gatos/15785-Shannon-Rd-95032/home/573023,MLSListings,ML81788160,N,Y,37.2276892,-121.945689
MLS Listing,,Condo/Co-op,576 W Parr Ave #7,LOS GATOS,CA,95032,750000,2,2.0,LOS GATOS,1054,,1987,67,712,484,Active,,,http://www.redfin.com/CA/Los-Gatos/576-W-Parr-Ave-95032/unit-7/home/1337829,MLSListings,ML81787869,N,Y,37.2638437,-121.9635156
MLS Listing,,Single Family Residential,14550 Blossom Hill Rd,LOS GATOS,CA,95032,2299000,9,5.0,LOS GATOS,3221,12217,1968,79,714,,Active,,,http://www.redfin.com/CA/Los-Gatos/14550-Blossom-Hill-Rd-95032/home/1220066,MLSListings,ML81786845,N,Y,37.2359028,-121.9228443
MLS Listing,,Single Family Residential,109 Old Adobe Rd,LOS GATOS,CA,95032,1996000,3,2.0,LOS GATOS,1950,15400,1962,86,1024,,Active,,,http://www.redfin.com/CA/Los-Gatos/109-Old-Adobe-Rd-95032/home/1636882,MLSListings,ML81784163,N,Y,37.2582513,-121.9919638
MLS Listing,,Single Family Residential,138 Regent Ct,LOS GATOS,CA,95032,2850000,5,4.5,LOS GATOS,3489,10018,2000,90,817,150,Active,,,http://www.redfin.com/CA/Los-Gatos/138-Regent-Dr-95032/home/1036073,MLSListings,ML81784853,N,Y,37.2355212,-121.9259335
MLS Listing,,Single Family Residential,14583 Clearview Dr,LOS GATOS,CA,95032,3849999,4,3.5,LOS GATOS,5345,24000,1956,96,720,,Active,,,http://www.redfin.com/CA/Los-Gatos/14583-Clearview-Dr-95032/home/785465,MLSListings,ML81781922,N,Y,37.2564776,-121.9756154
MLS Listing,,Condo/Co-op,576 W Parr Ave #15,LOS GATOS,CA,95032,599900,2,1.0,LOS GATOS,934,,1987,97,642,467,Active,,,http://www.redfin.com/CA/Los-Gatos/576-W-Parr-Ave-95032/unit-15/home/1566833,MLSListings,ML81783913,N,Y,37.2633351,-121.9636665
MLS Listing,,Single Family Residential,109 Colorado Ct,LOS GATOS,CA,95032,3349000,4,4.0,LOS GATOS,4766,45166,1987,109,703,23,Active,,,http://www.redfin.com/CA/Los-Gatos/109-Colorado-Ct-95032/home/912752,MLSListings,ML81782332,N,Y,37.2243208,-121.9153543
MLS Listing,,Single Family Residential,16021 Winterbrook Rd,LOS GATOS,CA,95032,3900000,5,4.5,LOS GATOS,4071,11186,2013,111,958,,Active,,,http://www.redfin.com/CA/Los-Gatos/16021-Winterbrook-Rd-95032/home/1617222,MLSListings,ML81782092,N,Y,37.2358084,-121.9515994
MLS Listing,,Other,341 Bella Vista Ave,LOS GATOS,CA,95032,1198000,3,2.5,LOS GATOS,2412,10155,2020,118,497,,Active,,,http://www.redfin.com/CA/Los-Gatos/341-Bella-Vista-Ave-95032/home/168270966,MLSListings,ML81781095,N,Y,37.22735,-121.9707511
MLS Listing,,Vacant Land,00 Wagner,LOS GATOS,CA,95032,2095000,,,LOS GATOS,,992472,,123,,,Active,,,http://www.redfin.com/CA/LOS-GATOS/00-Wagner-95032/home/147293597,MLSListings,ML81780635,N,Y,37.2260616,-121.9302449
MLS Listing,,Single Family Residential,103 Forrester Ct,LOS GATOS,CA,95032,5299000,5,6.5,LOS GATOS,6364,49171,1998,132,833,,Active,,,http://www.redfin.com/CA/Los-Gatos/103-Forrester-Rd-95032/home/1544324,MLSListings,ML81779620,N,Y,37.2206459,-121.9509106
MLS Listing,,Single Family Residential,102 Palo Colorado,LOS GATOS,CA,95032,3368000,5,4.5,LOS GATOS,3368,11353,2019,137,1000,,Active,,,http://www.redfin.com/CA/Los-Gatos/102-Colorado-Ct-95032/home/170304225,MLSListings,ML81779147,N,Y,37.2239027,-121.9151538
MLS Listing,,Single Family Residential,15975 Union Ave,LOS GATOS,CA,95032,3398000,5,5.5,LOS GATOS,3398,12886,2019,137,1000,,Active,,,http://www.redfin.com/CA/Los-Gatos/15975-Union-Ave-95032/home/910777,MLSListings,ML81779146,N,Y,37.2365327,-121.9315529
MLS Listing,,Single Family Residential,100 Palo Colorado Ave,LOS GATOS,CA,95032,3452200,5,4.5,LOS GATOS,3368,11351,2020,137,1025,,Active,,,http://www.redfin.com/CA/Los-Gatos/100-Colorado-Ct-95032/home/170303767,MLSListings,ML81779141,N,Y,37.2239027,-121.9151538
MLS Listing,,Single Family Residential,445 Los Gatos Blvd,LOS GATOS,CA,95032,1649000,3,2.0,LOS GATOS,1003,9992,1905,271,1644,,Active,,,http://www.redfin.com/CA/Los-Gatos/445-Los-Gatos-Blvd-95032/home/976050,MLSListings,ML81766914,N,Y,37.2288771,-121.9671515
MLS Listing,,Single Family Residential,14915 Shannon Rd,LOS GATOS,CA,95032,10400000,2,1.0,LOS GATOS,1150,1131826,1945,354,9043,,Active,,,http://www.redfin.com/CA/Los-Gatos/14915-Shannon-Rd-95032/home/147037377,MLSListings,ML81756346,N,Y,37.2244839,-121.927647
MLS Listing,,Single Family Residential,125 Alerche Dr,LOS GATOS,CA,95032,4300000,3,3.0,LOS GATOS,2275,88296,1953,369,1890,,Active,,,http://www.redfin.com/CA/Los-Gatos/125-Alerche-Dr-95032/home/166861365,MLSListings,ML81753847,N,Y,37.2274136,-121.9125658
MLS Listing,,Single Family Residential,15358 Santella Ct,LOS GATOS,CA,95032,9000000,3,3.5,LOS GATOS,5096,114871,2020,572,1766,393,Active,,,http://www.redfin.com/CA/Los-Gatos/15358-Santella-Ct-95032/home/92190492,MLSListings,ML81730345,N,Y,37.2316051,-121.9380248
MLS Listing,,Vacant Land,0 Main Blvd,LOS GATOS,CA,95033,275000,,,LOS GATOS,,113256,,594,,,Active,,,http://www.redfin.com/CA/LOS-GATOS/0-Main-Blvd-95033/home/147612647,MLSListings,ML81727748,N,Y,37.2358078,-121.9623751
Redfin Data,,Condo/Co-op,719 University Ave,Los Gatos,CA,95032,1600000,3,2.5,Los Gatos,1895,1629,1980,18,844,450,Pre On-Market,,,http://www.redfin.com/CA/Los-Gatos/719-University-Ave-95032/home/1704016,Coming Soon,51199,N,Y,37.237367,-121.976229
